PI_Accession,Latitude,Longitude,Trials_Evaluated,Country_Origin,Latitude_DMS,Longitude_DMS,Cultivar_Name,PC1,PC2,PC3,PC4,PC5,K_2,K_3,K_4,K_5,CP,DMY,IVTD,NDF,FTH,PTHT,SDMG,PLYLD,CP_2008,CP_2009,DMY_2008,DMY_2009,IVTD_2008,IVTD_2009,NDF_2008,NDF_2009,FTH_2007,FTH_2008,FTH_2009,PTHT_2007,PTHT_2008,PTHT_2009,SDMG_2007,SDMG_2008,SDMG_2009,PLYLD_2007,PLYLD_2008,PLYLD_2009,ZDK_2008
PI401165,35.5725,53.39861111,Agronomic/Forage,Iran,35 34 21N,53 23 55E,NA,-33.25002557,-19.1738032,-0.066546497,5.184210279,-1.078682766,1,1,1,5,9.202958288,1.336448788,69.35707665,62.79691033,19.82487228,100.1563944,5.79838355,8.347449025,10.83590966,10.53961839,0.545022075,1.100092573,70.10904207,68.44064134,57.97979176,65.53389903,13.99769659,37.68936581,34.62480952,89.9876883,104.733461,84.85612645,5.091057089,6.822667582,5.325228122,8.692395816,15.88480453,2.600068035,49.03010901
PI401166,35.5725,53.39861111,Agronomic/Forage,Iran,35 34 21N,53 23 55E,NA,-46.20650193,-18.76086742,-7.773671923,-0.426373224,-0.68363735,1,1,1,5,8.986685277,1.446377726,68.85518141,62.77731401,19.34587825,100.1563944,5.814590332,7.348976869,10.31346181,8.206209121,0.622530505,2.27333802,69.02885847,66.68290008,57.75282769,65.77907981,22.72071217,38.98238807,18.48400786,97.55635408,97.04815045,84.85612645,5.350137981,7.510743095,5.072578453,5.245313718,6.598648502,3.489510755,50.03921532
PI401167,38.06666667,46.3,Agronomic/Forage,Iran,38 04 00N,46 18 00E,NA,-30.15706718,-15.3683958,1.682519939,7.043471725,3.234282271,1,1,1,5,8.855284801,1.303191931,69.62641383,62.81717433,16.95483428,101.8932812,5.815670784,8.450503325,9.496926387,7.750470497,0.565950598,0.928586835,70.53695752,68.98137635,60.25275587,65.03897086,18.88863596,15.00760036,14.03137292,89.9876883,120.104082,97.49417608,5.751459363,6.403614075,5.815059111,2.249203263,18.38570074,7.83613262,51.04832162
PI401168,38.55027778,44.95222222,Agronomic/Forage,Iran,38 33 01N,44 57 08E,NA,-44.1566631,-21.54047051,-7.58510895,-0.914379442,3.287833051,1,1,1,5,8.770666353,1.391734378,68.06845486,62.88816885,17.11580768,100.6300908,5.823474049,7.822342469,9.346272374,7.089561946,0.809469954,1.533389715,65.74191322,65.65708982,60.53621099,67.01309032,18.7373698,26.69867661,5.277897406,84.94191111,107.2952311,94.96656616,5.568578733,6.920964084,5.820215227,2.840131623,11.8530567,6.300785067,49.03010901
PI401169,38.38333333,46.3,Agronomic/Forage,Iran,38 23 00N,46 18 00E,NA,-31.24572715,-22.287714,-0.527541349,5.784462979,6.149974536,1,1,1,5,8.948329672,1.331879837,69.79825892,62.8260502,16.96268664,102.6827752,5.78829933,7.269013574,9.254565039,9.15101632,0.525919008,1.253870708,69.89459061,70.45993761,60.69985001,64.96647155,9.711821887,25.2979025,13.67718605,95.03346548,125.2276224,100.021786,5.106297141,6.615727578,5.082890685,3.835379386,7.917302868,2.55771362,50.03921532
PI401170,38.4775,47.07,Agronomic/Forage,Iran,38 28 39N,47 04 12E,NA,-38.71221013,-17.5526602,-4.422322054,-1.821428749,-6.588654341,1,1,1,5,9.069703065,1.373977313,68.77968296,62.67537426,17.36708324,100.6300908,5.779895813,7.180498056,9.890245863,9.727693267,0.622301639,1.562517978,65.73401588,69.5665616,57.08523324,62.84859247,12.03123643,27.18355996,14.79034478,84.94191111,112.4187715,89.9113463,4.669415637,6.543298577,5.237574155,0.061731616,10.0695893,3.060672301,43.9845775
PI401171,38.4775,47.07,Agronomic/Forage,Iran,38 28 39N,47 04 12E,NA,-37.28386459,-16.91651762,-3.609437456,-0.574023401,-1.604684724,1,1,1,5,8.913646183,1.280233354,68.6656315,62.8280349,19.30269026,102.2090788,5.806667016,7.263454629,8.843107737,9.28808809,0.424649593,0.856753288,67.02274664,67.73342059,60.85941542,64.90006105,26.45194427,37.41998617,15.6505129,87.4647997,125.2276224,100.021786,5.279017736,7.102036587,5.211793577,3.840562969,6.613805449,3.849523285,48.02100271
PI401172,38.25,47.92,Agronomic/Forage,Iran,38 14 60N,47 55 12E,NA,-43.25321204,-19.90992043,-7.039314312,-2.412701401,1.106800831,1,1,1,5,8.813525902,1.335521458,69.08065766,62.82974684,16.67214927,101.5774836,5.800664504,7.503344513,8.61574223,8.422259744,0.609078699,1.199208644,67.96424239,68.8419626,60.86445831,64.95447093,7.39240734,29.66185262,8.161990493,92.51057689,117.5423118,92.43895623,4.669415637,7.681468598,4.995236718,1.088080872,11.14068021,4.887206458,50.03921532
PI401173,38.25,47.92,Agronomic/Forage,Iran,38 14 60N,47 55 12E,NA,-43.76986452,-16.65250041,-4.928458762,-3.576854945,-4.377421658,1,1,1,5,8.930291677,1.369801142,69.25190709,62.81379176,16.37709381,99.68269803,5.771909789,8.263286341,9.248852338,8.948722899,0.71565881,1.419986017,67.41976507,70.22090736,60.94678348,64.33843918,14.40153704,18.6172875,8.566775488,87.4647997,99.60992062,84.85612645,5.309162734,5.762100063,5.077734569,16.80138992,9.761398053,2.928314753,49.03010901
PI401174,36.08805556,52.15166667,Agronomic/Forage,Iran,36 05 17N,52 09 06E,NA,-30.29312301,-8.051926539,0.354127826,5.680049247,-5.140054647,1,1,1,4,8.939802619,1.336859534,70.41919776,62.87208364,18.16409789,102.840674,5.819752492,7.945494495,9.981934717,8.096401626,0.400671357,1.438972004,72.16646391,71.26578786,61.54020544,65.8358615,14.5523392,24.59751544,24.96056777,100.0792427,122.6658522,100.021786,5.233297579,7.515916595,5.407725972,9.22112119,11.49939461,1.678859503,46.0027901
PI401175,36.08805556,52.15166667,Agronomic/Forage,Iran,36 05 17N,52 09 06E,NA,-6.977126978,-12.38930093,-6.669230792,3.898947774,-2.531455506,1,1,1,5,8.918441986,1.485183681,68.6861973,62.85041883,16.50332351,101.261686,5.771012096,8.40603176,9.301191872,8.691088002,0.690139321,2.580946733,69.27301035,65.98315233,59.8514944,66.19669425,12.73714521,19.37155048,10.28711172,105.1250199,107.2952311,84.85612645,5.304417824,6.025948568,4.727118703,17.16236897,8.402325163,2.515359204,47.01189641
PI401176,36.28416667,51.23333333,Agronomic,Iran,36 17 03N,51 14 00E,NA,-49.63139026,42.52173918,-4.656713595,12.88211926,4.837026496,1,2,3,1,NA,NA,NA,NA,19.31054262,102.9985728,5.839680831,9.215927376,NA,NA,NA,NA,NA,NA,NA,NA,13.74558632,53.63664033,13.27240105,102.6021313,120.104082,102.5493959,5.776859451,7.857367601,5.371633163,8.412482382,19.22943744,10.13385965,51.04832162
PI401177,36.24388889,57.97583333,Agronomic,Iran,36 14 38N,57 58 33E,NA,-50.65686538,18.12320308,-6.762923313,4.888035949,-0.311993356,1,2,3,1,NA,NA,NA,NA,20.3666852,100.1563944,5.816391085,7.595280921,NA,NA,NA,NA,NA,NA,NA,NA,28.77135881,41.73006037,22.98724092,79.89613392,104.733461,94.96656616,5.756539381,7.748724099,4.500249613,1.098448037,10.56976855,6.61314888,56.09385314
PI401178,33.75777778,50.29166667,Agronomic,Iran,33 45 28N,50 17 30E,NA,-47.74167297,-19.55002918,-11.02631557,3.2952427,9.205656645,1,1,1,5,NA,NA,NA,NA,21.34037798,100.1563944,5.809548222,7.026985634,NA,NA,NA,NA,NA,NA,NA,NA,23.98126355,31.60138601,49.85484495,77.37324532,107.2952311,94.96656616,4.5424152,7.541784095,5.644907294,0.056548034,8.806510409,2.488887695,51.04832162
PI401179,34.24416667,46.69166667,Agronomic,Iran,34 14 39N,46 41 30E,NA,-37.21946228,-19.09960068,-5.840910806,3.695522802,5.258553778,1,1,1,5,NA,NA,NA,NA,17.11580768,102.2090788,5.803425659,8.951236042,NA,NA,NA,NA,NA,NA,NA,NA,14.80444948,26.32154512,9.578737975,100.0792427,114.9805417,97.49417608,5.192657439,7.484875594,4.77867986,4.944665956,16.1980481,13.57515589,51.04832162
PI401180,34.78861111,46.975,Agronomic,Iran,34 47 19N,46 58 30E,NA,-43.74105773,-20.4483132,-8.903352932,2.423734163,14.05564665,1,1,1,5,NA,NA,NA,NA,17.50449956,101.5774836,5.825755004,6.97909318,NA,NA,NA,NA,NA,NA,NA,NA,16.51879936,26.96805625,12.26043856,92.51057689,114.9805417,94.96656616,5.162177334,7.495222595,5.758341838,1.020694305,7.361548154,2.425356072,51.04832162
PI401181,35.68444444,47.10722222,Agronomic,Iran,35 41 04N,47 06 26E,NA,-50.45200489,6.566166362,-8.076157303,4.834230609,0.905839809,1,1,1,1,NA,NA,NA,NA,17.5555399,100.9458884,5.793221389,7.517455682,NA,NA,NA,NA,NA,NA,NA,NA,15.40951414,30.30836375,10.89428921,92.51057689,107.2952311,92.43895623,4.740535882,7.298629591,4.984924487,5.582246555,8.104238544,3.653634114,51.04832162
PI401182,35.68444444,47.10722222,Agronomic,Iran,35 41 04N,47 06 26E,NA,-44.23623581,-23.30791129,-8.757860557,1.113957525,10.87100923,1,1,1,5,NA,NA,NA,NA,18.08539885,100.472192,5.805471616,7.462415361,NA,NA,NA,NA,NA,NA,NA,NA,16.67006553,37.27428923,14.43615791,79.89613392,104.733461,100.021786,5.289177771,6.693007122,5.531472749,0.383113707,14.48569679,2.954786263,50.03921532
PI401183,36.19861111,46.3475,Agronomic,Iran,36 11 55N,46 20 51E,NA,-39.10524487,-23.63550841,-7.375178019,-0.369816455,14.71783884,1,1,1,5,NA,NA,NA,NA,20.08007402,100.3142932,5.829956762,7.286973245,NA,NA,NA,NA,NA,NA,NA,NA,21.30889462,57.24632746,12.20984044,84.94191111,107.2952311,89.9113463,5.324737894,7.717683099,5.552097211,3.679871923,8.801458093,2.012400523,49.03010901
PI401185,36.31444444,49.05861111,Agronomic,Iran,36 18 52N,49 03 31E,NA,-39.61224557,-19.71441983,-4.14347381,5.826567185,5.094918757,1,1,1,5,NA,NA,NA,NA,18.39966873,102.840674,5.821313145,7.955329553,NA,NA,NA,NA,NA,NA,NA,NA,11.67828205,31.70913786,24.20159591,102.6021313,112.4187715,107.6046158,5.715899241,7.091689587,5.407725972,5.131274912,11.59538861,5.877240915,40.45270543
PI401186,36.31444444,49.05861111,Agronomic,Iran,36 18 52N,49 03 31E,NA,-24.07119985,2.03747505,4.097120682,13.88868215,-5.562719984,1,1,1,5,NA,NA,NA,NA,17.07261969,101.8932812,5.843882589,8.016477955,NA,NA,NA,NA,NA,NA,NA,NA,21.61142695,21.957595,6.289859892,100.0792427,107.2952311,100.021786,6.071500465,7.557304596,5.552097211,7.640128649,11.67117334,3.992469436,46.0027901
PI401187,36.59027778,49.98916667,Agronomic,Iran,36 35 25N,49 59 21E,NA,-31.78660958,-8.55854911,2.794325409,8.132205576,-3.525584132,1,1,1,5,NA,NA,NA,NA,18.33292366,101.1037872,5.828756259,7.503772124,NA,NA,NA,NA,NA,NA,NA,NA,10.66984094,45.82463085,11.0966817,84.94191111,109.8570013,100.021786,5.218057526,7.924623103,5.402569857,1.27987341,9.402683647,6.517851446,50.03921532
PI401188,36.59027778,49.98916667,Agronomic,Iran,36 35 25N,49 59 21E,NA,-37.4799207,-16.66983374,-3.817167463,3.187918825,6.310756264,1,1,1,5,NA,NA,NA,NA,18.74679344,100.7840022,5.807791985,8.114273709,NA,NA,NA,NA,NA,NA,NA,NA,13.08581844,38.86995194,30.8545145,90.7222427,109.9523621,84.77974267,5.442482125,6.268956831,6.052662308,6.073630863,16.32439462,1.979838294,51.39432781
PI401189,36.06111111,51.24222222,Agronomic,Iran,36 03 40N,51 14 32E,NA,-41.60961173,-20.45265429,-7.775786904,-0.179994794,8.89764013,1,1,1,5,NA,NA,NA,NA,16.23241705,100.7879896,5.791780787,7.401145436,NA,NA,NA,NA,NA,NA,NA,NA,19.09032418,12.09830028,7.251224255,87.4647997,107.2952311,94.96656616,5.324737894,6.419134575,5.206637461,1.186568932,11.17604641,3.484216453,52.05742793
PI401190,35.99833333,51.48138889,Agronomic,Iran,35 59 54N,51 28 53E,NA,-45.27258985,-14.80954313,-6.981426464,0.25739504,-1.469806515,1,1,1,5,NA,NA,NA,NA,19.14171686,101.7353824,5.832837968,7.596563755,NA,NA,NA,NA,NA,NA,NA,NA,17.22470814,38.55138065,21.77288594,89.9876883,114.9805417,100.021786,5.893699853,7.22620059,5.588190021,0.491968931,10.77691348,7.03139873,53.06653423
PI401191,36.13611111,51.46777778,Agronomic,Iran,36 08 10N,51 28 04E,NA,-39.72325018,-18.35278162,-6.577741286,0.760136999,6.8818488,1,1,1,5,NA,NA,NA,NA,17.35530469,101.4614634,5.795502344,7.830467082,NA,NA,NA,NA,NA,NA,NA,NA,13.34220987,27.61456738,12.91821418,84.94191111,119.9846822,97.49417608,4.948816599,6.889923084,5.27882308,4.058273417,9.635090164,7.481414392,50.03921532
PI401192,36.13611111,51.46777778,Agronomic,Iran,36 08 10N,51 28 04E,NA,-29.87553433,-16.31789765,-1.186981287,2.695930992,3.811836863,1,1,1,5,NA,NA,NA,NA,16.72253064,102.2090788,5.795317306,6.998955447,NA,NA,NA,NA,NA,NA,NA,NA,13.03967754,23.35836911,7.83553255,100.0792427,117.5423118,94.96656616,4.308734395,7.25206809,5.769059892,2.461730129,5.987318317,1.947045197,51.04832162
PI401193,35.8875,51.86027778,Agronomic,Iran,35 53 15N,51 51 37E,NA,-43.59349334,-17.01956569,-6.540204231,-0.728407418,-1.720090299,1,1,1,5,NA,NA,NA,NA,16.47191406,103.4722692,5.804025911,7.426802108,NA,NA,NA,NA,NA,NA,NA,NA,10.06477627,19.04829492,12.86761606,112.6936856,117.5423118,102.5493959,5.375538069,6.750238581,5.3510087,5.297149539,7.371652785,3.590102491,48.02100271
PI401194,33.68166667,48.68194444,Agronomic,Iran,33 40 54N,48 40 55E,NA,-12.07602046,-20.31687027,5.726253061,17.23078494,4.04464181,1,1,1,5,NA,NA,NA,NA,20.47661826,103.1564716,5.836799625,6.959423064,NA,NA,NA,NA,NA,NA,NA,NA,18.38441541,30.73937117,45.14921938,95.03346548,122.6658522,110.1322257,5.385698104,7.748724099,5.753185723,0.678577886,6.138887785,3.812463171,49.03010901
PI401195,33.68166667,48.68194444,Agronomic,Iran,33 40 54N,48 40 55E,NA,-42.02283397,-22.27502488,-6.021466202,2.414189125,2.98407727,1,1,1,5,NA,NA,NA,NA,18.71376318,102.3669776,5.794902093,7.743234397,NA,NA,NA,NA,NA,NA,NA,NA,15.9137347,37.04285468,18.9899891,100.0792427,117.5423118,97.49417608,4.913256477,6.972699085,5.206637461,4.281167447,11.51455156,4.204241513,52.05742793
PI401196,33.04361111,48.83222222,Agronomic,Iran,33 02 37N,48 49 56E,NA,-43.51559694,-14.45563272,-6.100977085,1.144402128,7.654776494,1,1,1,5,NA,NA,NA,NA,17.83037254,101.5774836,5.811589076,8.60187769,NA,NA,NA,NA,NA,NA,NA,NA,23.72915328,26.80642847,9.376345477,82.41902251,120.104082,100.021786,5.827659626,7.055475087,4.912738867,2.26475401,19.48205322,8.545569076,53.06653423
PI401197,32.62,48.87833333,Agronomic,Iran,32 37 12N,48 52 42E,NA,-33.40416747,-17.75673753,-2.584979604,8.159332224,15.22904313,1,1,1,5,NA,NA,NA,NA,17.52413046,101.4195848,5.818431939,8.076771134,NA,NA,NA,NA,NA,NA,NA,NA,18.63652569,22.98123762,14.13256917,95.03346548,114.9805417,89.9113463,5.593978821,7.293456091,5.206637461,4.592182373,10.93858758,8.619689302,53.06653423
PI401198,32.62,48.87833333,Agronomic,Iran,32 37 12N,48 52 42E,NA,-33.96708086,-22.22418593,-3.116124951,5.210223165,17.53929684,1,1,1,5,NA,NA,NA,NA,18.43500435,100.1563944,5.796222645,7.867241645,NA,NA,NA,NA,NA,NA,NA,NA,26.35110016,23.41224504,17.72503599,79.89613392,109.8570013,89.9113463,4.837056214,6.869229083,5.443818782,1.367994306,14.30848207,5.787237782,53.06653423
PI401199,33.23694444,48.70333333,Agronomic,Iran,33 14 13N,48 42 12E,NA,-40.35622041,-24.60990146,-7.80749783,3.681286249,10.17133418,1,1,1,5,NA,NA,NA,NA,18.33292366,100.7879896,5.810748724,7.870662535,NA,NA,NA,NA,NA,NA,NA,NA,17.32555225,28.09945073,21.0645122,95.03346548,107.2952311,87.38373637,5.345057964,7.422793593,5.000392834,9.734295818,8.33664506,3.542453774,50.03921532
PI401200,33.23694444,48.70333333,Agronomic,Iran,33 14 13N,48 42 12E,NA,-40.94978172,-28.05671393,-8.362347533,0.246670416,21.59228136,1,1,1,5,NA,NA,NA,NA,21.20296166,100.7879896,5.838240228,8.197357493,NA,NA,NA,NA,NA,NA,NA,NA,23.72915328,45.98625863,34.82720202,89.9876883,112.4187715,87.38373637,5.883539818,7.7849386,5.273666965,8.199955516,13.45969306,3.785991662,46.0027901
PI401201,33.23694444,48.70333333,Agronomic,Iran,33 14 13N,48 42 12E,NA,-44.29802198,-26.22567339,-9.378846326,2.171469498,17.43986005,1,1,1,5,NA,NA,NA,NA,17.74007039,102.05118,5.792741188,7.032972191,NA,NA,NA,NA,NA,NA,NA,NA,14.70360537,22.38860242,21.41869907,87.4647997,117.5423118,105.0770059,4.694815724,6.579513078,5.727405144,3.197798788,3.56220684,4.850146345,53.06653423
PI401202,33.23694444,48.70333333,Agronomic,Iran,33 14 13N,48 42 12E,NA,-43.0916398,-25.04878451,-7.238361968,3.114054589,16.63490002,1,1,1,5,NA,NA,NA,NA,18.51745415,101.4195848,5.795382294,7.237797957,NA,NA,NA,NA,NA,NA,NA,NA,13.69516426,46.9021494,9.426943602,84.94191111,122.6658522,92.43895623,4.969136669,7.396926093,4.747743166,2.176633114,8.180023278,3.590102491,51.04832162
PI401203,33.23694444,48.70333333,Agronomic,Iran,33 14 13N,48 42 12E,NA,-45.26216947,-26.26924389,-9.389417943,0.85632731,15.11503526,1,1,1,5,NA,NA,NA,NA,17.1511433,103.7880668,5.804506112,7.945066884,NA,NA,NA,NA,NA,NA,NA,NA,11.07321738,27.77619516,12.41223294,100.0792427,127.7893925,110.1322257,5.558418698,7.055475087,4.881802173,3.845746551,11.31245894,7.359645449,51.04832162
PI401204,33.23694444,48.70333333,Agronomic,Iran,33 14 13N,48 42 12E,NA,-44.20528405,-25.6709878,-9.730734876,3.837555685,10.89275494,1,1,1,5,NA,NA,NA,NA,16.99802226,101.7353824,5.80858782,7.472984117,NA,NA,NA,NA,NA,NA,NA,NA,14.45149509,22.49635427,12.00744794,95.03346548,122.6658522,87.38373637,5.599058838,6.548472077,5.521160517,3.125228639,10.29189119,3.320093094,53.06653423
PI401205,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-46.51496111,-29.26370421,-10.89600794,2.931221569,21.78885572,1,1,1,5,NA,NA,NA,NA,18.16802407,101.8932812,5.803065509,7.035965469,NA,NA,NA,NA,NA,NA,NA,NA,13.34220987,30.30836375,20.8621197,97.55635408,125.2276224,84.85612645,5.030096879,7.25724159,5.155076304,1.684192814,8.205284855,1.567679163,49.03010901
PI401206,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-45.51554551,-28.06229291,-11.25024345,2.007692048,21.33295111,1,1,1,5,NA,NA,NA,NA,17.2335931,102.5248764,5.822633697,7.977565336,NA,NA,NA,NA,NA,NA,NA,NA,12.98925549,29.39247298,10.03412109,89.9876883,127.7893925,100.021786,4.964056652,7.919449602,5.402569857,3.659137595,14.38426681,4.733671703,53.06653423
PI401207,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-43.77427029,-24.21209175,-8.088985791,1.042032381,15.78673236,1,1,1,5,NA,NA,NA,NA,19.26155884,101.2863213,5.834841466,8.383843408,NA,NA,NA,NA,NA,NA,NA,NA,32.61917917,39.66737392,20.36356255,85.6684222,109.9523621,100.0333524,6.662867319,7.652967155,5.180847473,3.88002872,16.38534593,8.702423167,53.41576879
PI401208,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-37.92204611,-19.3174524,-2.462506696,2.832450069,14.20218034,1,1,1,5,NA,NA,NA,NA,17.94423178,103.630168,5.856968065,7.89375354,NA,NA,NA,NA,NA,NA,NA,NA,17.77935074,37.52773803,6.745243012,107.6479085,130.3511627,97.49417608,6.391541568,8.038440105,5.309759774,4.934298792,10.83248896,6.115484501,51.04832162
PI401209,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-47.14891692,-30.24312675,-12.11603804,4.177591675,23.19568461,1,1,1,5,NA,NA,NA,NA,17.76755366,101.261686,5.814350231,7.787278351,NA,NA,NA,NA,NA,NA,NA,NA,16.21626703,31.49363415,11.7038592,82.41902251,125.2276224,89.9113463,5.197737456,7.381405593,5.345852584,1.098448037,14.96023078,4.389542079,51.04832162
PI401210,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-42.24087217,-25.32069486,-7.642045806,1.996191315,15.12152581,1,1,1,5,NA,NA,NA,NA,16.59722031,102.3669776,5.799212835,7.533704908,NA,NA,NA,NA,NA,NA,NA,NA,14.90758265,16.30062262,13.1712048,92.51057689,125.2276224,97.49417608,5.483575608,7.143424588,4.701338124,0.683761469,13.04540318,3.680105624,51.04832162
PI401211,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-42.81218913,-27.36329864,-10.47594752,2.039731654,26.631238,1,1,1,5,NA,NA,NA,NA,16.97446518,102.05118,5.784217622,7.537553409,NA,NA,NA,NA,NA,NA,NA,NA,16.51879936,20.61069681,11.40027045,87.4647997,120.104082,102.5493959,5.177417386,6.68815658,4.763211513,1.362810724,10.2615773,5.951361142,52.05742793
PI401212,34.62,50.87833333,Agronomic,Iran,34 37 12N,50 52 42E,NA,-37.86975895,-18.03693863,-5.093710303,7.849114873,12.07098067,1,1,1,5,NA,NA,NA,NA,17.23751928,101.7353824,5.853606658,6.945739506,NA,NA,NA,NA,NA,NA,NA,NA,20.55256379,26.59092476,5.126103033,95.03346548,114.9805417,94.96656616,6.178180833,7.360711592,6.057396548,1.653091322,3.819874935,5.077801327,51.04832162
PI401213,33.95277778,49.06388889,Agronomic,Iran,33 57 10N,49 03 50E,NA,-41.86503219,-23.21926688,-8.464542297,0.375613448,14.60391352,1,1,1,5,NA,NA,NA,NA,20.62188694,101.8932812,5.843042238,7.418677495,NA,NA,NA,NA,NA,NA,NA,NA,19.94749912,51.91261065,25.56774527,100.0792427,120.104082,87.38373637,5.441578296,8.447146612,5.268510849,4.33818685,9.46836375,2.271821317,51.04832162
PI401214,36.13555556,52.30777778,Agronomic,Iran,36 08 08N,52 18 28E,NA,-44.53039712,-10.11245839,-7.248675956,0.331147964,1.002759099,1,1,1,5,NA,NA,NA,NA,16.74282052,102.9985728,5.797543198,8.166569487,NA,NA,NA,NA,NA,NA,NA,NA,23.62830917,16.40837447,5.227299281,95.03346548,125.2276224,105.0770059,5.360298016,6.098377569,5.737717376,3.140779385,14.38426681,7.603183336,50.03921532
PI401215,36.13555556,52.30777778,Agronomic,Iran,36 08 08N,52 18 28E,NA,-34.10190587,-9.935330123,-5.698625097,-0.028765828,-0.740720559,1,1,1,5,NA,NA,NA,NA,15.36080496,100.1563944,5.808347719,7.714156835,NA,NA,NA,NA,NA,NA,NA,NA,9.3588675,14.14558552,3.861149924,92.51057689,102.1716908,84.85612645,5.644778996,5.886264065,6.124426052,3.602118192,14.79350437,1.101780595,48.02100271
PI401216,37.19694444,55.57166667,Agronomic,Iran,37 11 49N,55 34 18E,NA,-47.59427128,6.442830669,-6.100179369,2.73618583,4.615236024,1,2,3,1,NA,NA,NA,NA,18.92185075,101.7353824,5.821073044,7.967302667,NA,NA,NA,NA,NA,NA,NA,NA,24.18295178,36.34246762,14.03137292,100.0792427,109.8570013,94.96656616,5.441578296,7.422793593,5.345852584,5.043154016,11.96420764,5.729000462,52.05742793
PI401217,37.19694444,55.57166667,Agronomic,Iran,37 11 49N,55 34 18E,NA,-47.50378133,15.84443861,-4.546681364,1.895182946,7.106231839,1,2,1,1,NA,NA,NA,NA,15.83194663,100.1563944,5.810028423,8.131077757,NA,NA,NA,NA,NA,NA,NA,NA,15.81289059,11.02078173,6.391056141,82.41902251,107.2952311,89.9113463,5.802259538,6.481216576,5.443818782,4.472959985,14.28827281,5.903712424,52.05742793
PI401218,37.19694444,55.57166667,Agronomic,Iran,37 11 49N,55 34 18E,NA,-47.743708,22.2207461,-4.808000265,3.19394404,1.818892698,1,2,3,1,NA,NA,NA,NA,18.12876227,101.5774836,5.808467769,7.848426753,NA,NA,NA,NA,NA,NA,NA,NA,21.76269312,16.35449855,25.0111659,97.55635408,117.5423118,87.38373637,5.360298016,7.096863087,5.211793577,4.488510731,11.14068021,5.686646046,53.06653423
PI401219,37.19694444,55.57166667,Agronomic,Iran,37 11 49N,55 34 18E,NA,-46.01176228,18.24012596,-4.970716336,2.990446228,7.508309457,1,2,3,1,NA,NA,NA,NA,17.6772515,103.3143704,5.833678319,7.318616474,NA,NA,NA,NA,NA,NA,NA,NA,16.51879936,20.50294496,20.55853096,105.1250199,120.104082,105.0770059,5.695579171,7.495222595,5.557253327,3.674688341,8.084029282,3.161264037,52.05742793
PI401220,37.19694444,55.57166667,Agronomic,Iran,37 11 49N,55 34 18E,NA,-44.32325417,14.8766056,-4.437974767,2.343698613,7.52659593,1,2,3,1,NA,NA,NA,NA,17.99527213,103.1564716,5.82923646,8.10371064,NA,NA,NA,NA,NA,NA,NA,NA,19.64496679,34.07967867,8.769167985,84.94191111,138.0364732,105.0770059,5.268857701,7.603866097,5.691312335,2.047043561,13.49000695,8.879110096,51.04832162
PI401221,37.36138889,56.20027778,Agronomic,Iran,37 21 41N,56 12 01E,NA,-47.66499892,8.056340286,-5.833711024,3.104489131,9.948932426,1,1,1,1,NA,NA,NA,NA,20.02510749,100.6300908,5.802105107,7.356673871,NA,NA,NA,NA,NA,NA,NA,NA,14.75402742,44.7471123,29.81798771,92.51057689,107.2952311,87.38373637,4.130933782,7.929796603,5.356164816,4.737322672,6.740113338,3.955409323,52.05742793
PI401222,37.36138889,56.20027778,Agronomic,Iran,37 21 41N,56 12 01E,NA,-41.63117947,10.70532715,-2.764104535,3.268310518,5.612254894,1,1,1,1,NA,NA,NA,NA,20.35883284,100.9458884,5.799103851,7.71928817,NA,NA,NA,NA,NA,NA,NA,NA,24.83843849,38.22812508,30.12157646,82.41902251,114.9805417,94.96656616,5.446658314,7.324497092,4.495093497,1.647907739,9.832130471,8.360268509,52.05742793
PI401223,37.36138889,56.20027778,Agronomic,Iran,37 21 41N,56 12 01E,NA,-47.2998905,10.21252587,-5.231759214,2.608677209,10.40510253,1,1,1,1,NA,NA,NA,NA,20.04081221,100.7879896,5.794641844,7.969013111,NA,NA,NA,NA,NA,NA,NA,NA,23.77957533,57.35407932,9.123354855,84.94191111,102.1716908,102.5493959,5.497458489,6.629617648,4.912738867,1.689376396,7.568693093,13.78163366,53.06653423
PI401225,36.98916667,55.06194444,Agronomic,Iran,36 59 21N,55 03 43E,NA,-43.25589017,-10.23470242,-5.117724083,-2.326733103,3.802048637,1,1,1,5,NA,NA,NA,NA,19.36158297,100.6300908,5.814110131,7.003467018,NA,NA,NA,NA,NA,NA,NA,NA,11.7287041,55.25291815,14.43615791,74.85035673,120.104082,92.43895623,5.177417386,7.883235102,4.856021595,1.331709231,5.593237702,4.262478833,51.04832162
